id	annot	class	structuralcategory	functionalcategory	carbon	dbonds	hydrox	eid	frac_molar
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	FM628-Lkluyveri-0bar-C	3.33134836213387e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	FM628-Lkluyveri-250bar-A	6.34585393473223e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	FM628-Lkluyveri-250bar-B	6.938690016320842e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	FM628-Lkluyveri-250bar-C	3.753999357536731e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM1-OLE1-wholeCell-trial1	4.422668498577937e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM1-OLE1-wholeCell-trial2	1.8405455736474297e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM1-OLE1-wholeCell-trial3	3.8450090043467004e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM2-OLE1-wholeCell-trial1	8.499719655132009e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM2-OLE1-wholeCell-trial2	6.263436519957417e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM2-OLE1-wholeCell-trial3	4.46614468190011e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM3-OLE1-wholeCell-trial1	6.688771590971329e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM3-OLE1-wholeCell-trial2	4.8204090395962096e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM3-OLE1-wholeCell-trial3	5.39545564428046e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM4-OLE1-wholeCell-trial1	2.77246439639134e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM4-OLE1-wholeCell-trial2	3.483015787054639e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	PtefM4-OLE1-wholeCell-trial3	3.10250500373269e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	wildtype-isolatedMitoplasts-trial2	1.3370036348540106e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	wildtype-isolatedMitoplasts-trial3	9.331054344524169e-5
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	wildtype-wholeCell-trial1	1.7937851168209101e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	wildtype-wholeCell-trial2	4.96049962042364e-4
Cer 36:0;2	36:0;2	Cer	SL	MEM	36	0	2	wildtype-wholeCell-trial3	3.468690795003271e-4
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	fad2-Lkluyveri-0bar-A	5.49354812300305e-4
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	fad2-Lkluyveri-0bar-B	5.010734482886006e-4
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	fad2-Lkluyveri-0bar-C	5.393862756710748e-4
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	fad2-Lkluyveri-250bar-A	5.394044745064925e-5
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	fad2-Lkluyveri-250bar-B	5.292913685516757e-5
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	fad2-Lkluyveri-250bar-C	3.6832660847916004e-5
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	FM628-Lkluyveri-0bar-A	5.054135739661971e-4
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	FM628-Lkluyveri-0bar-B	5.885333810802132e-4
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	FM628-Lkluyveri-0bar-C	5.45771650819218e-4
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	FM628-Lkluyveri-250bar-A	5.677111330994629e-5
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	FM628-Lkluyveri-250bar-B	5.6193243799097706e-5
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	FM628-Lkluyveri-250bar-C	5.336625292404281e-5
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	PtefM2-OLE1-wholeCell-trial1	4.52531364180143e-5
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	PtefM2-OLE1-wholeCell-trial2	2.976497360733098e-5
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	PtefM3-OLE1-wholeCell-trial1	4.7159705143724695e-5
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	PtefM3-OLE1-wholeCell-trial3	5.3867865250537096e-5
Cer 36:0;3	36:0;3	Cer	SL	MEM	36	0	3	wildtype-wholeCell-trial3	2.348469946311371e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	-crd1PtefM2-OLE1-wholeCell-trial1	2.7829207522718703e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	-crd1PtefM2-OLE1-wholeCell-trial2	5.48869063579172e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	-crd1PtefM2-OLE1-wholeCell-trial3	4.461316753807891e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	-crd1PtefM3-OLE1-wholeCell-trial3	3.73951576113602e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	fad2-Lkluyveri-0bar-A	4.277190771931539e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	fad2-Lkluyveri-0bar-B	4.400076064234716e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	fad2-Lkluyveri-0bar-C	5.291153189199449e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	fad2-Lkluyveri-250bar-A	6.278425707909824e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	fad2-Lkluyveri-250bar-B	4.772293668664457e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	FM628-Lkluyveri-0bar-A	4.799226581136111e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	FM628-Lkluyveri-0bar-B	4.750964432597152e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	FM628-Lkluyveri-0bar-C	5.04315170012733e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	FM628-Lkluyveri-250bar-A	4.82213805702392e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	FM628-Lkluyveri-250bar-B	3.7238533006406005e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	FM628-Lkluyveri-250bar-C	4.349513024378671e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM1-OLE1-wholeCell-trial1	6.369881170232406e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM1-OLE1-wholeCell-trial2	3.2317785224831794e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM1-OLE1-wholeCell-trial3	5.968201683010881e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM2-OLE1-wholeCell-trial1	8.308527103823279e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM2-OLE1-wholeCell-trial2	7.693495410974826e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM2-OLE1-wholeCell-trial3	5.34474271875407e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM3-OLE1-wholeCell-trial1	5.868643511905429e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM3-OLE1-wholeCell-trial2	5.607665595794259e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM3-OLE1-wholeCell-trial3	6.71392985799746e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM4-OLE1-wholeCell-trial2	4.245096930656269e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	PtefM4-OLE1-wholeCell-trial3	3.8142969439677895e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	wildtype-isolatedMitoplasts-trial2	7.097545222959324e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	wildtype-isolatedMitoplasts-trial3	4.414739186891289e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	wildtype-wholeCell-trial1	3.33473907495154e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	wildtype-wholeCell-trial2	6.035396025211391e-5
Cer 38:0;2	38:0;2	Cer	SL	MEM	38	0	2	wildtype-wholeCell-trial3	4.515974779771521e-5
Cer 38:0;3	38:0;3	Cer	SL	MEM	38	0	3	PtefM3-OLE1-wholeCell-trial3	4.7520044598452995e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	-crd1PtefM2-OLE1-wholeCell-trial1	4.2613235361125304e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	-crd1PtefM2-OLE1-wholeCell-trial2	5.934886573426421e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	-crd1PtefM2-OLE1-wholeCell-trial3	5.967089295861092e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	-crd1PtefM3-OLE1-wholeCell-trial2	6.38638656268489e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	-crd1PtefM3-OLE1-wholeCell-trial3	6.70064496931099e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	fad2-Lkluyveri-0bar-A	3.8950406448026594e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	fad2-Lkluyveri-0bar-B	5.324177257009025e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	fad2-Lkluyveri-0bar-C	4.357541376052399e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	FM628-Lkluyveri-0bar-A	4.1377832691879506e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	FM628-Lkluyveri-0bar-B	4.275447912107832e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	FM628-Lkluyveri-0bar-C	4.66248095206151e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM1-OLE1-wholeCell-trial1	5.081548132713387e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM1-OLE1-wholeCell-trial2	4.857291923267589e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM1-OLE1-wholeCell-trial3	5.15820515746915e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM2-OLE1-wholeCell-trial1	6.738731942362969e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM2-OLE1-wholeCell-trial2	8.320992563703125e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM2-OLE1-wholeCell-trial3	8.033806915451899e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM3-OLE1-wholeCell-trial1	8.874255576195849e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM3-OLE1-wholeCell-trial2	9.65932502232583e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM3-OLE1-wholeCell-trial3	1.00492600663085e-4
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM4-OLE1-wholeCell-trial2	4.2807658908419294e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	PtefM4-OLE1-wholeCell-trial3	3.4412939240222004e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	wildtype-wholeCell-trial1	3.19188366859193e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	wildtype-wholeCell-trial2	3.8584215949689705e-5
Cer 40:0;2	40:0;2	Cer	SL	MEM	40	0	2	wildtype-wholeCell-trial3	4.251083662570911e-5
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	-crd1PtefM2-OLE1-wholeCell-trial1	4.33544314279408e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	-crd1PtefM2-OLE1-wholeCell-trial2	7.579310284390511e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	-crd1PtefM2-OLE1-wholeCell-trial3	6.483137843607933e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	-crd1PtefM3-OLE1-wholeCell-trial1	6.604155780989468e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	-crd1PtefM3-OLE1-wholeCell-trial2	6.703420643090239e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	-crd1PtefM3-OLE1-wholeCell-trial3	6.795984324496319e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	fad2-Lkluyveri-0bar-A	7.620516383945368e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	fad2-Lkluyveri-0bar-B	0.001034509684813189
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	fad2-Lkluyveri-0bar-C	9.956195938617687e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	fad2-Lkluyveri-250bar-A	4.5953405713966257e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	fad2-Lkluyveri-250bar-B	4.335644529281107e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	fad2-Lkluyveri-250bar-C	4.85913881735856e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	FM628-Lkluyveri-0bar-A	9.682915827967782e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	FM628-Lkluyveri-0bar-B	8.668477644454193e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	FM628-Lkluyveri-0bar-C	8.50612895591193e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	FM628-Lkluyveri-250bar-A	4.4002402414626996e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	FM628-Lkluyveri-250bar-B	4.4137498338684805e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	FM628-Lkluyveri-250bar-C	3.313805326695931e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	PtefM1-OLE1-wholeCell-trial1	6.239277657619607e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	PtefM1-OLE1-wholeCell-trial2	5.348757638154889e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	PtefM1-OLE1-wholeCell-trial3	6.483157654175832e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	PtefM2-OLE1-wholeCell-trial1	8.670474069472589e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	PtefM2-OLE1-wholeCell-trial2	9.893912357063115e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	PtefM2-OLE1-wholeCell-trial3	8.97072912898958e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	PtefM3-OLE1-wholeCell-trial1	7.889295569029899e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	PtefM3-OLE1-wholeCell-trial2	8.944788488846619e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	PtefM3-OLE1-wholeCell-trial3	8.51064873365099e-4
Cer 42:0;2	42:0;2	Cer	SL	MEM	42	0	2	PtefM4-OLE1-wholeCell-trial1	6.82900548642732e-4
